word,frequency
பக்க,57349
தமிழ்க்,57146
மாவட்ட,56581
உண்டு,56256
மகரந்தம்,56135
அமைந்துள்ள,56000
மேல்,55957
காலை,55514
தொகை,55323
காரணமாக,55225
எழுத்தாளர்கள்,54939
செய்த,54908
அமெரிக்க,54342
இடம்,54190
அன்று,54095
நம்,53934
செல்லப்பா,53916
மேகம்,53828
நடவடிக்கை,53731
பதிப்புக்,53715
வடு,53594
மெல்லத்,53546
கலைந்த,53424
வந்தது,53349
ஆறாத,53261
பெரும்,53257
துறந்தது,53119
வனப்பு,53025
பதிலுக்காக,53023
எய்தவன்,52930
அருண்,52896
போல்,52859
பேய்தான்,52840
சுப்ரமண்யம்,52823
ரோசக்காரி,52789
பதிவு,52555
சுரேஷ்,52314
கலந்து,52278
அளவில்,52208
முழுவதும்,52120
ஆய்வு,52042
கைது,51939
முன்னாள்,51616
லட்சம்,51477
நிறுவனம்,51466
கட்சி,51317
இங்கு,50995
ரகுநாத்,50906
மாவட்டத்தில்,50713
கதைத்தொகுப்பு,50586
முடிவு,50380
தொடர்பாக,50359
ஆசிரியர்,50284
அனுபவம்,50181
பாலசுப்பிரமணியம்,49977
சுமார்,49914
ஆண்டில்,49834
பிரதமர்,49446
வேண்டிய,49436
ரூபாய்,49365
அணி,49354
தத்துவம்,49239
அங்கு,49213
இதற்கு,49104
நாட்டுப்புறக்,49097
நிதி,49050
இணையக்,49045
நோட்ஸ்,48888
விஜய்,48820
அப்பாவாக்கும்,48761
முகப்பு,48747
கல்விக்கழகம்,48734
காலத்தில்,48725
படிக்கப்பட்ட,48688
அவருக்கு,48652
தங்கள்,48629
எனது,48033
பெருமாள்,47982
என்னை,47979
எனும்,47922
எழுதிய,47888
வகை,47864
சுட்டி,47712
கிருஷ்ண,47663
காங்கிரஸ்,47533
குறித்த,47422
இந்து,47189
இலங்கை,47175
தமிழ்நாடு,47072
உள்ளனர்,46972
சார்பில்,46878
மனித,46852
எடுத்து,46815
பகுதி,46806
பெற்ற,46705
அறிக்கை,46604
எத்தனை,46567
இந்தக்,46494
விட,46424
இளம்,46361
முதலில்,46273
கிரிக்கெட்,46136
மனசு,45883
ரமேஷ்,45883
ஆயிரம்,45879
கிடைக்கும்,45823
வைத்தியநாதன்,45821
அதனால்,45753
ராஜேந்திரன்,45560
இவ்வாறு,45553
காலம்,45514
கொள்ள,45418
விலை,45388
மொழிபெயர்ப்பு,45378
அரசின்,45256
பேராசிரியர்,45200
வார,45063
உயர்,45049
யார்,45018
பேரும்,44848
பற்றிய,44723
பார்த்து,44634
குரு,44621
நடந்த,44526
பணம்,44441
குழந்தை,44250
அவரை,43994
வயது,43928
விளக்கம்,43873
தலைமை,43772
சிறந்த,43736
பாதுகாப்பு,43646
தெரிவித்துள்ளார்,43636
மற்ற,43399
அதிகாரிகள்,43261
வருகின்றனர்,42880
அந்தப்,42856
நம்பி,42747
தின,42708
தெரிவித்தார்,42628
இடத்தில்,42538
போறேன்,42533
நேரத்தில்,42493
வழக்கு,42483
சோ,42393
சினிமா,42324
ஜெயகாந்தன்,42214
தமிழகத்தில்,42065
ஆகியோர்,41917
அவை,41906
தவிர,41898
செய்தி,41654
கிருஷ்ணன்,41638
இல்லாமல்,41479
நாங்கள்,41282
மாணவர்கள்,41043
இவை,41010
கலைச்செல்வி,40873
அருகே,40782
நடிகையாகப்,40722
ஏற்படும்,40655
அல்ல,40618
சுப்புராஜ்,40541
அடையாளம்,40443
இரவு,40367
குறிப்புகள்,40364
செய்யவும்,40352
நமது,40274
செல்லும்,40252
அவர்களின்,40210
விசாரணை,40185
புத்தக,40185
கூறினார்,40124
பன்னாட்டு,40032
மின்,39934
பதில்,39926
ராகவ்,39885
இந்தியாவில்,39857
குடும்ப,39677
சித்ரன்,39584
கவிதைகள்,39482
முன்பு,39211
நான்கு,39116
அம்மா,39114
மாலை,39061
அமானுஷம்,39043
கூடாது,39041
தினகரன்,39016
தமிழ்த்,38998
நாராயணன்,38995
சட்டம்,38992
இருந்தாலும்,38991
பள்ளி,38987
மக்களின்,38889
எது,38846
அமைந்துள்ளது,38794
கொஞ்சம்,38485
பிரபு,38470
கள,38430
இதுவரை,38252
படத்தில்,38174
சுந்தர,38166
பதிவுகள்,38099
அடிப்படையில்,37808
பெற்று,37729
திமுக,37723
உளவியல்,37719
மனிதன்,37697
செல்வன்,37569
சரி,37339
ரயில்,37292
புதுமைப்பித்தன்,37252
