word,frequency
செய்யப்பட்ட,9095
என்னுடைய,9078
புரிந்து,9077
நடந்தது,9054
அடிக்கடி,9040
உள்ளனர்,9034
அதுவும்,9019
மேலே,9014
என்றாலும்,9005
நடிகை,8996
மனதில்,8956
விழா,8955
உடனடியாக,8946
இயக்குனர்,8933
தகவல்கள்,8932
மீதான,8912
முயற்சி,8904
இசை,8897
சிறிது,8846
இந்தத்,8843
பயணம்,8823
எழுதிய,8816
ஆறு,8815
நோய்,8809
மோடி,8798
அப்பா,8776
வந்தார்,8766
பால்,8764
தன்னுடைய,8757
அமைப்பு,8753
தந்தை,8736
போலீஸ்,8722
சார்,8714
படி,8708
பயன்படுத்தி,8707
தமிழர்,8675
பத்து,8669
இருக்கின்றன,8651
ஆனாலும்,8647
கடன்,8622
தெரிந்து,8606
என்பதே,8596
கிழக்கு,8570
பகுதிகளில்,8564
அனுமதி,8538
என்கிறார்,8526
கொடுக்க,8515
போர்,8507
படங்கள்,8503
சட்டம்,8488
உட்பட,8464
சமீபத்தில்,8461
ஆண்டில்,8417
வழியாக,8414
கோவில்,8398
பிடித்து,8397
வருகின்றன,8394
அடி,8382
பொருளாதார,8365
கூறியுள்ளார்,8337
என்றே,8331
அரசாங்கம்,8327
உறுப்பினர்,8322
இருந்தார்,8309
பதவி,8290
எதிர்ப்பு,8286
வாங்க,8279
அறிந்து,8257
தலைமையில்,8254
வழக்கில்,8250
பிற,8244
ஜெயலலிதா,8244
செய்தார்,8242
இரண்டாம்,8241
விற்பனை,8237
ஆதரவு,8235
விஷயம்,8218
கல்லூரி,8209
எனினும்,8177
வந்தால்,8165
அதிபர்,8164
குறைந்த,8142
ஆனா,8118
திகதி,8103
திரு,8097
காட்சி,8090
புகார்,8085
வழங்க,8062
பார்த்த,8057
அவற்றை,8046
நடைபெறும்,8031
தினம்,8020
போன,8013
உடன்,7995
போகும்,7990
சிறப்பாக,7989
மாவட்டத்தில்,7968
மதுரை,7962
இருக்கிறார்கள்,7962
விடும்,7955
மே,7949
பொழுது,7944
சரியாக,7943
வைத்துக்,7942
மேற்பட்ட,7912
ஆண்டுகள்,7906
சொல்லும்,7900
போன்று,7900
உரிய,7890
டாக்டர்,7885
அனுப்பி,7855
முன்னர்,7849
சொந்த,7837
நம்ம,7836
கடும்,7835
ஐக்கிய,7818
வடக்கு,7809
குரல்,7787
உறுதி,7742
கொடுத்த,7727
கொள்ளலாம்,7718
கோயில்,7715
ஆகவே,7712
அமெரிக்கா,7706
தொடங்கி,7685
வரி,7675
சேவை,7655
சொன்னார்,7651
நிறுவனங்கள்,7645
நன்கு,7632
படிக்க,7622
நீதிமன்றம்,7601
அழைத்து,7596
வங்கி,7578
பார்க்கும்,7572
மிகப்பெரிய,7571
நம்மை,7561
மன,7537
காந்தி,7535
செய்தது,7534
உயிர்,7532
வரலாறு,7523
இடையே,7512
சின்ன,7510
மிகுந்த,7505
அதற்கான,7493
கடைசி,7489
உங்களை,7486
கொண்டிருந்த,7477
ஒன்றும்,7477
நிச்சயம்,7475
பொதுவாக,7463
அவனை,7462
சட்ட,7460
திமுக,7456
குற்றம்,7442
மாற்றம்,7442
நாடுகள்,7441
தனக்கு,7418
வாரம்,7414
அவர்களது,7409
இயக்குநர்,7409
தொடர்,7404
இயற்கை,7403
எழுந்து,7401
பேச,7396
கொள்ளும்,7392
உலகில்,7379
நாட்டு,7378
தெரியாது,7366
வைக்க,7345
மட்டுமல்ல,7344
க,7344
தங்களது,7327
அறிமுகம்,7315
ஆண்,7314
கவனம்,7311
வீடியோ,7305
முழுக்க,7304
நிறுவனத்தின்,7294
இலங்கையில்,7273
இதையடுத்து,7261
தாக்கல்,7254
கொண்டது,7250
இவ்வளவு,7242
செயல்,7225
சக்தி,7224
பக்கத்தில்,7212
தேடி,7206
அறிக்கை,7205
பலரும்,7202
பங்கு,7183
ஏற்பட்டது,7177
அத்துடன்,7175
கால்,7151
தாய்,7108
சுற்றி,7102
காவல்,7087
அறிவியல்,7079
இந்தச்,7056
போக,7055
விமான,7051
முகம்,7045
நண்பர்கள்,7038
போலவே,7027
இவரது,7011
முடியாமல்,7000
உலகின்,6992
அடிப்படை,6986
விளையாட்டு,6966
முதலமைச்சர்,6962
என்றாள்,6961
தாங்கள்,6953
நீதிபதி,6953
கண்,6942
வளர்ச்சி,6940
ஸ்ரீ,6937
மாறி,6930
வருடம்,6927
நாடுகளில்,6916
உங்க,6905
மாகாண,6900
அனைவருக்கும்,6889
எண்ணிக்கை,6887
ஆண்டுகளுக்கு,6882
பேசி,6882
ஏனெனில்,6880
செய்தனர்,6877
இருப்பதாக,6861
கடவுள்,6860
சொன்ன,6858
வீட்டு,6845
பற்றியும்,6840
இத்தகைய,6837
கூறப்படுகிறது,6828
கார்,6827
இருப்பதால்,6800
தலை,6791
நடத்த,6788
தெரிகிறது,6786
த,6778
இறுதி,6775
உற்பத்தி,6759
வது,6753
வசதி,6751
பொருட்கள்,6735
வகை,6731
பெறும்,6729
கட்டி,6725
கூடுதல்,6713
பார்த்தால்,6702
வகுப்பு,6680
ஊழல்,6676
சிங்கள,6675
எல்லோரும்,6670
உண்மையில்,6668
நண்பர்,6667
அண்ணா,6661
சமயம்,6661
பிரபல,6657
வட,6647
கொண்டிருக்கும்,6639
ரசிகர்கள்,6615
இதுதான்,6604
நாளில்,6604
வீட்டுக்கு,6601
தண்டனை,6596
இணைய,6557
தாக்குதல்,6547
நூல்,6544
பேசிய,6540
என்னிடம்,6533
கேட்க,6527
கடந்து,6525
ஊர்,6513
கூட்டத்தில்,6512
பெரும்பாலும்,6510
நடிக்க,6490
சந்தித்து,6485
அவளை,6478
பேச்சு,6461
முன்னணி,6461
உடலில்,6458
படங்களில்,6455
அதிகாரி,6454
தவறு,6453
தம்,6451
மூலமாக,6437
அவ்வளவு,6434
காவிரி,6434
எது,6433
எண்ணெய்,6431
திறந்து,6418
ரயில்,6418
படித்து,6413
இயக்கத்தில்,6405
கடல்,6377
நாட்களில்,6377
சாதாரண,6368
இளம்,6367
என்பதும்,6366
வீரர்கள்,6361
காட்டி,6358
கொண்டார்,6351
செய்தால்,6345
பேசும்,6340
நிகழ்ச்சி,6336
ல்,6329
நடித்து,6301
மகள்,6300
வழங்கும்,6293
குடும்ப,6284
பொதுமக்கள்,6278
நகரில்,6252
வழியில்,6251
பொலிஸ்,6228
அரச,6225
வயதில்,6216
கலை,6215
தமிழர்கள்,6211
முறையாக,6210
எங்கே,6208
ஒன்றில்,6197
திரும்பி,6196
ஆம்,6185
உனக்கு,6159
கோரிக்கை,6151
கிலோ,6146
தங்களின்,6135
எழுத,6130
பின்பு,6121
உண்மையான,6107
கருணாநிதி,6101
அன்பு,6099
நடத்திய,6099
பாடல்கள்,6089
எங்க,6086
அவனுக்கு,6085
புது,6081
காண,6063
விருது,6063
தெரிவித்துள்ளது,6052
கொடுக்கும்,6050
அப்புறம்,6046
தமிழகம்,6046
உள்ளார்,6032
தர,6021
மூத்த,6019
எங்களுக்கு,6004
பாகிஸ்தான்,5999
வழக்கம்,5994
செய்யலாம்,5990
அவரிடம்,5990
அடையாளம்,5985
மிக்க,5970
சபை,5959
தலைவர்கள்,5949
முன்னால்,5947
பின்னால்,5920
சூப்பர்,5903
ஏற்பாடு,5894
முழுமையாக,5891
மருத்துவமனையில்,5887
என்பதில்,5886
மற்றொரு,5885
அவ்வாறு,5871
அவளது,5850
மிகப்,5844
பணத்தை,5836
அவனது,5831
என்னால்,5828
இங்கிலாந்து,5826
இடம்பெற்ற,5825
ரஜினி,5814
உண்டாகும்,5806
மாற்றி,5804
அரசுக்கு,5798
அத்தனை,5786
விளக்கம்,5773
இதுகுறித்து,5763
அதிகரிக்கும்,5755
கவிதை,5737
விவசாயிகள்,5728
இறுதியில்,5710
வெளியில்,5705
கூட்டணி,5704
பிரிவு,5702
ப,5700
இருந்தன,5700
மனு,5697
எதிர்த்து,5683
கடிதம்,5660
உறுப்பினர்கள்,5657
ஒருவன்,5653
தி.மு.க,5641
நினைவு,5637
என்பவர்,5637
தெரிவித்து,5629
வருவது,5625
பெரும்பாலான,5621
ஆங்கில,5616
மனிதன்,5596
செய்யப்பட்டு,5595
மாத,5590
பட,5581
சிறையில்,5567
ஐ,5566
நவீன,5563
மொத்த,5551
மகிழ்ச்சி,5549
எண்ணம்,5545
வாழ்க்கையில்,5545
வழங்கி,5544
நடைபெற்று,5544
இடையில்,5541
மார்ச்,5539
தெரியாமல்,5537
உச்ச,5535
நடித்த,5529
எனப்,5525
தீர்வு,5524
கிடைத்த,5521
நீதிமன்றத்தில்,5517
தேசியக்,5507
ஒருநாள்,5506
தமிழ்த்,5503
பார்த்துக்,5488
வைக்கும்,5474
வெளியான,5472
விழாவில்,5472
வருகிறார்கள்,5471
பாஜக,5471
கமல்,5469
திரும்ப,5465
மின்,5465
பிரதேச,5463
பெற்றது,5439
நினைத்து,5439
ரெண்டு,5425
பணியில்,5422
ஆசிரியர்கள்,5420
மாணவர்,5418
வீரர்,5413
விட்டார்,5400
நிலையத்தில்,5395
இன்றும்,5394
வேண்டியது,5393
அறிவிப்பு,5392
நேரில்,5389
அமையும்,5386
பாருங்கள்,5382
தற்கொலை,5382
எனப்படும்,5381
தெரியுமா,5378
டி,5378
சங்கம்,5378
எதையும்,5376
பணிகள்,5376
கொழும்பு,5374
தூக்கி,5372
இருப்பினும்,5363
அணியின்,5356
கடுமையான,5355
தாண்டி,5347
சாலை,5336
நபர்,5336
யாழ்,5319
பார்க்கலாம்,5311
சங்க,5309
மாநிலம்,5306
ஏற்றுக்,5302
குரு,5300
செலவு,5295
பெண்களுக்கு,5295
மொபைல்,5291
என்பதையும்,5287
நம்முடைய,5281
முடியுமா,5279
இலக்கிய,5279
அனைத்தையும்,5272
எவ்வாறு,5271
நிறைந்த,5263
முக்கியத்துவம்,5263
அதிகமான,5250
தாம்,5246
